Site,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
31,NaN,13664,252119,6525,NaN,NaN,NaN,680331,0,24984,190823,44133,178,0,297930,336809,21759,359836,936163,77056,25990,856180,1202502,303519,0,129284,829186,462044,NaN,10488,621847,8663,NaN,6515,326453,29954,4809,167318,448615,100544,0,NaN,NaN,11861,0,NaN,1890,2827,0,376,NaN,7940,0,28070,69888,2837,0,5781,5576,4680,0,16513,155269,150769,0,3409,351611,133611,236,25257,168154,25921,0,0,11138,8967,0,0,83057,63116,9591,80738,358732,55214,267,66205,127310,30039,0,0,21267,1959,0,1390,88149,132144,94,559,181212,66121,1162,47953,510020,10674,985,0,113428,4833,0,0,11728,331,0,533,20158,7303,451,17784,250914,22468,0,12701,44608,2251,0,491,21401,4637,0,374,39417,12590,9182,0,336,0,0,0,17325,9730,0,0,13012,1015
32,NaN,43628,105231,871,NaN,514495,280530,91845,4432,5952,263590,162654,14334,NaN,135931,13873,52039,249728,531510,4207,42421,268921,174044,10282,0,173536,35351,34771,NaN,111517,268125,0,NaN,5235,27792,41093,6843,42003,267920,22163,746,NaN,NaN,18383,NaN,NaN,46761,4932,2574,4146,NaN,82351,25186,368469,51995,13964,1247,0,NaN,79372,13326,776751,755149,1770,0,12191,240034,167572,24950,281552,379581,125286,3448,342211,687805,130740,341,7022,110295,45273,16996,190459,339651,21766,2840,41528,196345,20845,1840,6117,99809,15073,739,126172,316845,30340,3127,74636,193010,15483,3707,107953,144419,27224,5518,38775,308014,67222,3158,49566,294603,23357,2366,127690,509497,30808,36489,279576,222659,9083,4778,19175,8418,2160,635,169635,138859,570,7475,55429,190767,73893,300,240,159,98,1498,166,1277,389,1155,2282,0,0
33,NaN,0,87061,0,NaN,NaN,NaN,NaN,373,8724,177880,14375,0,0,309412,377151,0,230803,908934,46995,0,359081,553111,16819,0,57029,442325,207655,NaN,3281,564445,0,0,255,107636,767,207,99494,472715,112062,0,NaN,NaN,0,0,NaN,4966,0,0,0,NaN,17533,0,50793,14374,14581,0,2234,15774,6813,0,45047,239282,163775,0,358,158180,42607,0,4686,122984,11793,0,392,43297,28840,0,1228,16760,8749,0,1294,136683,18356,0,15278,31484,19513,0,2354,14550,139,79,0,36629,33437,0,0,131919,33802,106,543,187878,141,0,90,65140,1650,0,0,32423,0,0,0,91583,4340,0,1113,67893,280,0,0,0,0,0,10194,129145,7776,0,7082,262210,88766,1441,19332,192881,73085,1214,139664,582088,166439,0,2166,95588,13753
34,NaN,73476,69776,15132,NaN,239675,NaN,64895,22394,5401,96456,38477,41727,NaN,97004,7687,62472,90949,168529,7694,44983,100667,95652,30449,0,81545,31965,32510,NaN,93240,181335,9784,NaN,33907,25748,7174,7716,30813,122961,9224,14075,NaN,NaN,4542,NaN,NaN,43017,14431,6855,22197,NaN,30595,28572,114267,130670,18013,11772,899,NaN,43334,55465,348006,387276,576,0,17547,155482,132774,98976,166611,169359,49872,4498,201723,249767,56973,4856,10077,88301,56834,64772,204989,198307,17523,9987,54136,105502,15129,7923,101809,144262,3645,3766,74010,158771,59693,24081,125778,183939,24778,4052,70953,96495,17051,27938,43449,215843,75840,7699,67907,196091,3767,18213,101357,294830,12552,24422,92552,122530,12919,6764,52333,29935,3928,6691,71091,49684,1465,18648,83274,195976,82732,6801,15716,28134,4587,13515,77798,91707,14916,13013,43113,85755,9757
35,NaN,14630,13018,4086,NaN,167906,NaN,46298,0,0,50052,41908,5377,NaN,35498,9137,14974,16897,85882,4092,3616,54779,36218,15208,0,43817,12012,28591,NaN,10924,40063,0,NaN,1462,13971,8561,4271,4048,58518,1645,233,NaN,NaN,7555,NaN,NaN,17399,5965,0,4712,NaN,25147,4541,180382,30055,7969,162,0,0,11734,2463,343567,244092,0,0,0,96346,96257,49906,35080,58378,36746,0,42595,77319,28297,0,3040,12166,37657,16990,131791,89796,819,177,6703,29980,3120,0,20722,43554,0,0,43972,85240,30005,2108,41204,70288,2655,231,19124,8934,15399,23184,5429,59961,23028,227,37060,67127,3330,0,29298,55980,1738,309,7979,24948,2927,0,0,0,0,0,25364,20700,845,572,16615,67065,24087,0,0,0,0,200,7299,18523,7798,0,4758,8491,749
36,NaN,8084,0,3188,NaN,25696,1986,15433,940,2251,34824,17664,1551,0,13933,348,781,8267,39813,5415,8241,10220,8889,7306,3594,8671,4574,12256,NaN,12770,39248,0,NaN,2024,8322,2597,1080,701,17972,2211,3891,NaN,NaN,3840,NaN,NaN,6187,6349,897,6467,NaN,23449,7405,66364,20293,2469,1326,2344,8082,12063,11116,164399,221684,1125,0,5708,106788,55594,33017,33955,62003,49149,435,9084,53572,16263,928,11021,23437,21615,11029,25918,55869,4388,3986,2585,18532,13233,3569,40679,47309,3109,1598,23956,78860,20088,1816,35509,38623,3681,4830,14790,13158,30782,7900,8764,43904,10514,1806,16023,66797,5709,5149,25064,65909,3715,802,1769,15605,10855,3305,2831,717,308,0,9032,8853,2254,5836,13881,95636,22215,1556,4495,29738,9777,11536,34693,36063,3015,0,191,8362,3020
37,NaN,40979,606651,7946,NaN,NaN,NaN,NaN,2175,10347,130421,22386,0,1362,1067699,1287865,91257,1020755,1954526,86264,182475,1023604,886782,51852,0,116389,1075330,474618,NaN,57881,1584133,12333,0,11150,766603,63963,4849,341701,726790,86548,0,NaN,NaN,51847,0,NaN,211766,1762,0,54458,NaN,144487,14546,394836,423777,16246,0,38117,92301,22680,268,NaN,618911,426082,0,56646,1576866,418633,10837,183787,829077,104953,0,31542,266920,135899,0,23178,421343,158318,12290,250690,1225472,203527,1001,163118,328311,72409,222,69314,274823,34998,1866,87868,775380,417230,510,51111,743042,219239,16056,158603,704844,4054,6386,19015,411247,21436,18632,88583,333987,15921,6057,58985,671381,58551,10386,128595,441699,13740,600,43149,108274,10189,0,47725,159838,15542,0,9806,87470,15646,508,12797,44551,11131,1808,25647,57197,15324,0,0,28960,13908
38,NaN,1022,2357,0,NaN,23375,0,32305,5725,1692,51352,60713,469,NaN,3055,0,0,635,8266,28625,29449,0,0,11022,0,0,0,0,NaN,0,NaN,0,NaN,0,0,5941,4411,0,11527,7718,0,NaN,NaN,21011,NaN,NaN,0,1379,0,0,NaN,119,0,0,1663,0,0,0,0,0,0,0,191,0,0,0,0,14840,25783,125,0,1183,0,4409,3424,7607,0,0,0,0,1006,17090,87245,1088,0,211,8314,3087,0,1539,6877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,0,0,0,731,2328,NaN,0,644,0,0,937,2136,0,263,1061,92,506,191,0,0,612,568,2387,0,0,0,0,0,0,0,0,0,0,0,0
39,NaN,0,7669,0,NaN,NaN,NaN,NaN,0,8678,135028,32163,218,0,211130,156135,0,118095,538245,52242,69337,592047,488567,19034,0,42911,437727,140307,NaN,5963,342151,0,NaN,279,341417,57212,2900,202533,470843,61521,0,NaN,NaN,16449,0,NaN,2135,0,0,0,NaN,9737,1254,41666,129716,11876,0,8585,21791,5634,0,NaN,30313,84262,0,0,254277,113873,0,5622,144712,19170,0,0,20511,4097,0,0,7938,16567,3883,54282,407111,96690,0,87071,262880,61196,0,0,21720,0,0,0,106473,135244,0,0,265724,122903,1282,7837,42530,0,0,0,7555,141,0,0,8726,1753,0,965,12415,0,0,0,25608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,103,0,0,16070,6916
40,NaN,0,62778,0,NaN,NaN,NaN,NaN,0,257,50610,16215,0,0,73660,129459,0,63239,331930,60784,43959,279372,314113,22074,0,4419,116104,13088,NaN,0,131490,0,NaN,0,250006,43478,7000,41695,220709,33631,0,NaN,NaN,1535,0,NaN,0,0,0,0,NaN,0,1557,12475,40056,2257,0,0,0,0,0,NaN,1184,14404,0,0,16395,13710,0,899,13444,2976,0,0,1176,353,0,0,597,556,0,0,52052,19369,0,1596,29168,13765,0,0,3247,0,75,0,468,9849,0,0,30739,17623,64,6898,41847,91,0,0,1480,0,0,0,0,0,0,0,0,0,0,0,5859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0
41,NaN,4602,24480,0,NaN,NaN,NaN,NaN,0,3006,43022,9283,0,NaN,112834,106728,0,36915,228652,27557,0,38221,96938,10146,0,5341,69155,60621,NaN,14508,216008,0,NaN,1123,199718,13040,0,23946,190868,84844,0,NaN,NaN,0,NaN,NaN,0,0,0,3271,NaN,0,1887,572,2390,227,0,0,0,0,0,NaN,8619,4818,0,1667,36415,5444,0,4891,1607,979,0,0,791,0,770,0,963,0,0,414,6843,1071,0,395,1294,654,0,1424,5121,439,0,1142,9201,2226,0,6579,613,2127,2567,9504,9808,114,0,0,671,0,0,0,1164,0,1927,3633,7590,1468,2542,3122,9753,541,0,0,4087,404,284,11392,96244,31890,0,13079,145997,44298,3182,2888,139731,36143,3438,64021,207559,44520,0,978,7774,0
42,NaN,674,41116,0,NaN,NaN,NaN,NaN,1147,39045,482837,128254,0,0,325587,79163,8764,120829,393109,64344,4614,306403,587350,99646,0,23771,363229,84135,NaN,3682,434995,287,NaN,3907,295446,9586,1005,34200,269381,64334,0,NaN,NaN,0,NaN,NaN,27666,0,0,1789,NaN,14395,1282,23294,47266,1122,0,2589,17500,7751,0,NaN,80646,61759,0,5699,352310,56800,460,12342,40813,10458,0,0,62174,32728,0,613,92138,9303,277,34121,173826,23518,0,2408,26138,9293,0,2671,112987,1875,0,3527,52283,7152,0,3609,37916,3934,1102,11700,126777,2281,0,288,93914,3217,0,339,88685,1125,137,6276,160920,5380,327,371,53127,681,0,143,36923,1920,0,11251,193342,68341,0,28171,441622,129663,368,24794,435472,127368,7024,235043,477782,128979,0,0,59464,9785
43,NaN,17569,109666,9010,NaN,NaN,NaN,NaN,1944,49883,424604,251615,14166,1403,694978,NaN,10508,349219,967816,328224,144723,894543,929392,326425,0,152142,818905,579834,NaN,30655,671855,5420,NaN,4926,546031,120391,12642,132798,615277,318337,762,NaN,NaN,61713,NaN,NaN,23686,3414,0,13121,NaN,70859,4550,177438,401385,80023,2526,42545,132921,89660,7646,NaN,199955,142536,0,19467,513424,188800,9212,102690,426283,115074,0,68249,519347,268509,0,759,114386,48152,3656,59977,365346,165536,11819,108771,424925,255548,11849,101373,427194,48511,116,17542,183245,98882,0,23656,309160,184904,99549,217062,856946,60991,5404,12720,744733,225053,6247,15478,353856,62004,0,39754,301614,111273,22399,66482,343003,90098,8229,60572,270992,54106,6924,22321,69099,2901,0,0,255,1140,0,203,1301,1610,0,3394,30951,14897,0,236,28286,13481
44,NaN,75899,681843,19330,NaN,NaN,NaN,NaN,13888,15643,329515,173791,17036,7348,1332411,NaN,133612,1007310,2252749,604496,366001,1552181,1506557,354605,0,214349,1237483,645650,NaN,49754,1435337,20211,NaN,61342,1303247,188710,24226,200285,482901,380772,12039,NaN,NaN,146970,NaN,NaN,134764,22441,16247,42341,NaN,156791,1108,454181,770898,73638,7149,51491,190178,124991,12559,NaN,743834,373384,0,53269,1229776,515634,9738,204470,1022132,351093,9918,74935,795571,381494,5926,20738,529429,181485,18654,122187,915358,438659,36279,235145,1027234,724223,26427,230048,1020766,154276,7824,95427,679309,370166,13370,231915,903294,418526,191127,610031,1842366,89241,16798,48175,980779,148987,12583,51819,471539,54979,16106,113108,777092,250056,88261,543663,1462894,430364,64462,113712,355278,82878,9631,28816,172392,42540,18053,6651,112204,22958,9289,20005,60884,8404,14745,14986,43032,25522,7598,7071,43618,31285
45,NaN,405565,1287880,60741,NaN,NaN,NaN,NaN,0,5818,477786,356729,147526,376145,1881431,992327,165437,1017896,1177008,668375,152359,1011336,935704,282215,0,298256,899884,665096,NaN,255300,1494313,6551,NaN,148686,1272095,195692,6722,286557,1000099,315168,14447,NaN,NaN,202129,NaN,NaN,198960,106906,13281,233400,NaN,464438,18646,725861,597591,116541,6716,95153,202313,273844,11288,NaN,1462846,426562,0,40978,1281764,659887,92713,630994,1575555,489755,8050,131848,1741464,859963,4051,36300,493691,201106,18513,131940,1049216,403819,11178,377443,1548707,934789,11821,356249,1280842,43287,1583,193316,1247053,516433,5339,174131,1444039,709170,174378,546558,1020615,17790,11597,23280,1219633,433720,25320,58579,849517,245576,9196,174977,1651627,551828,28448,644176,1737088,562630,79831,198725,782890,242568,15310,67818,453843,89355,8649,5230,50172,21126,11765,11155,59037,2780,6333,676,20494,10101,5371,3516,11495,4424
46,NaN,411778,1164470,NaN,NaN,1280926,NaN,1234657,0,0,345064,259357,35496,160125,1586858,710457,99780,761652,439321,542187,65423,658348,595196,125947,0,125138,867509,621489,NaN,268299,1308593,6567,NaN,112948,999182,111759,4781,190203,647605,145355,0,NaN,NaN,70227,NaN,NaN,32328,29358,1180,43482,NaN,96917,1145,217762,384646,58887,0,50429,71800,158122,31950,NaN,1063164,315150,0,12851,1081976,714186,161951,437752,886955,137186,184,43800,959338,602944,63,58704,469395,155001,9201,175453,966072,236805,2453,215715,1057160,639152,3874,168468,785320,6197,0,60702,847251,480423,0,116988,1273592,608224,80835,255743,773989,20206,5706,22354,779504,263072,4932,3289,400511,131614,189,114350,1136097,412555,1060,407419,1254392,418990,35290,103519,381337,80670,5477,23804,163416,14585,1146,7032,1412,3599,212,0,0,358,0,0,2160,365,0,0,3748,350
47,NaN,163854,928303,161287,NaN,1338172,NaN,747258,0,929,376112,330961,149889,325857,1647440,636641,73319,819570,837061,612744,77802,480766,397926,53903,0,460790,1148609,955301,NaN,329208,758592,446,NaN,55713,1045373,74699,1127,208636,788102,170490,476,NaN,571558,248597,NaN,NaN,56303,40686,0,51480,NaN,405528,48297,764140,846036,181734,7531,209754,129536,289281,43242,NaN,1121042,324606,0,34314,1214151,840326,219678,470430,569555,86957,723,209126,1493022,768495,63,26372,352648,228713,30048,125544,898199,324578,11217,328561,1327298,858129,11058,219532,988390,1508,75,177611,1318472,583653,0,100339,1105488,549583,181344,375953,484997,8640,682,13499,755378,455801,20981,4681,554905,154454,3991,192867,1305425,510919,24317,608482,1353675,494702,71481,64333,447781,130688,10476,46010,537455,142395,3485,975,104576,67407,2842,0,29998,21199,2978,9597,29887,12751,3098,558,2584,1246
48,NaN,457247,647361,6365,NaN,1639212,NaN,40239,57788,120798,433626,169333,92676,252273,782498,101184,232567,870808,1498634,23389,179188,682335,319141,37489,10023,671103,312645,220738,NaN,594834,NaN,31889,NaN,482089,241556,38643,34244,370502,930329,115084,46093,NaN,1237654,45670,19327,NaN,375351,30676,41772,302679,NaN,155745,127727,900332,127273,33046,42724,72784,302100,164708,39689,NaN,1376480,92839,17466,410754,898124,184951,92804,753510,477530,57537,59590,207048,551651,141008,36295,217584,419638,103856,45632,531021,587501,92581,24006,342509,675049,202938,53602,404813,556378,39382,93568,608310,1087827,200101,67862,667332,880220,161324,89621,611803,251840,23650,109757,387555,1022612,250832,101238,557357,654989,13422,112547,500015,943076,84661,157380,1006016,673289,126893,73491,402533,253199,45809,48472,207315,531980,39727,98091,568299,749910,158533,49413,278712,523216,68629,87117,529225,367104,34889,68328,118041,156199,53470
49,NaN,274647,940162,67246,NaN,1876289,NaN,281519,82962,55286,483362,418769,112200,166141,1288755,307198,277759,1186750,1928069,280589,239318,890423,459061,64380,16433,892248,792888,508024,NaN,661760,282804,26607,NaN,309236,673685,56428,44628,340742,728198,218873,39268,NaN,1246080,179054,28826,NaN,262211,41701,59620,225719,NaN,315283,177499,1171667,427269,86897,62130,30171,87078,231783,45153,NaN,1588032,270375,28902,250826,1057684,297280,75228,521165,557185,85519,69296,98383,569316,228054,41803,110666,238554,95191,40274,184732,538136,239017,48841,174855,710526,320758,44572,259014,484776,38144,48251,407691,1000427,295320,77330,660898,1077905,394758,165037,875483,308679,24056,134361,455932,1232087,124985,132589,593836,610386,50669,100177,407214,1137928,245133,126924,1229417,1210410,338180,91428,652279,612788,150009,70683,128551,406525,70644,106304,230945,408044,101757,54908,259105,515933,62511,82407,185857,163464,57356,101515,86602,84408,40789
50,NaN,383170,1304032,82018,NaN,1671123,NaN,188616,8906,367515,1038125,288479,67945,420536,1134388,179502,100090,959415,1307678,40609,23314,916752,718283,26061,0,636702,826292,428100,NaN,546102,NaN,0,NaN,432520,450161,0,4273,245093,1346693,170609,1207,NaN,1135012,82902,0,NaN,676533,255375,343,72036,NaN,327691,1071,511345,468428,43022,240,148422,642156,353328,14054,436191,1189109,75552,0,81439,1246892,478085,119104,673046,644831,77019,0,410041,1530952,421408,0,75778,390515,186964,10869,335186,863709,162195,811,388210,1057320,448334,24487,261984,729597,720,154,212106,1312233,305299,299,113586,1209097,380113,27352,189228,412095,613,737,167963,1486026,668855,21933,152906,551336,9010,5033,538172,1317995,264913,22099,780751,1062572,147541,42405,433526,587111,68612,20075,399289,977058,57316,27063,731996,1314888,189252,595,10408,327883,246283,29028,496016,744508,126622,0,14502,446208,240615
51,NaN,290486,2121463,NaN,NaN,2213434,NaN,241087,3534,167028,938454,525508,50385,282198,1825209,510015,114363,1670458,2350001,224245,31050,1313521,1317324,23318,0,700948,1300430,557492,NaN,448616,48432,0,NaN,503221,1182255,43874,6181,363266,1731503,239258,1066,NaN,1460563,252298,0,NaN,417520,124034,0,39509,NaN,411890,19629,1000861,943640,101133,0,185136,545346,301845,13664,740729,2088373,329730,0,44299,2099534,851878,141710,765259,845302,79171,0,531405,1900054,419043,0,49510,410279,284120,21715,292854,1531729,513822,5030,474100,1972122,902656,22709,242610,677329,4508,890,259306,1999651,574033,0,133118,1882650,619361,80482,428810,427825,333,1837,159781,1793472,639709,27726,160440,661111,10975,3597,509549,1924224,518468,28230,1199092,1465590,279917,43463,350223,700859,87373,19179,435521,1070378,69623,10787,698255,1383514,199644,337,11029,172698,85080,10945,425208,638481,175973,0,33607,563516,277524
52,NaN,135523,1225325,316157,NaN,1484428,2154862,724999,26423,273331,1350299,311164,278156,425875,1545738,824653,120978,889565,1951075,654954,261013,1187918,1479768,485945,0,567075,1423006,753237,NaN,609582,900752,38581,NaN,540526,1290279,171131,37926,466082,1288194,398892,12341,NaN,1100108,373938,4635,NaN,825987,445484,42745,214570,NaN,514140,16523,825877,943764,247464,3524,201405,482275,326287,29421,436191,1314820,509537,0,265312,1596513,467885,142584,756315,1244935,424899,39673,467700,1570324,550926,1312,80003,770919,395508,83999,400703,1341904,658556,111953,554730,1075082,592938,146499,247567,819344,26933,7431,235278,1488594,710979,400,205950,1200680,534073,184895,698499,823589,37118,4246,123243,1332526,594545,49092,93762,622215,56382,20536,226426,1230537,471541,49552,688370,1411713,372424,84019,601420,1128649,302277,27608,354673,1029876,126206,3773,187747,994603,354863,15131,17279,304214,160231,20551,128714,447704,149616,5913,9119,100610,50263
53,NaN,13391,40695,483,NaN,74327,143884,46007,4083,35261,118488,36567,8161,4114,103317,46663,3979,50884,146564,17952,41300,149669,194346,74288,0,52705,227367,143392,NaN,85744,188658,3260,NaN,65828,209194,26150,13647,117687,300799,150351,3299,NaN,245804,38941,2281,NaN,172517,85845,6537,39670,NaN,94082,1049,144001,199041,43366,943,2655,32100,25059,314,31844,104450,46701,0,40546,188928,41102,17783,109480,180184,59726,2287,30992,142242,59623,311,15248,99185,51907,16820,92128,190732,66848,7174,13561,107035,69069,9061,40177,161098,4186,161,37342,231472,90111,2279,66825,188964,58803,27251,77809,187142,15994,854,18858,176850,100436,16494,41558,168271,54832,8019,50548,256183,100748,5661,60628,270407,71835,6143,104243,259339,72707,7696,101115,309616,59617,11389,174037,477960,203649,19150,35113,212924,117857,23521,140868,301730,119031,1293,22845,154815,126429
54,NaN,18984,30839,NaN,NaN,87653,234867,90515,6679,54347,216968,97715,32007,27033,126551,46514,2597,36141,90767,7421,11314,97129,121790,38427,0,25721,71436,52749,NaN,9590,45613,0,NaN,12330,57039,2697,2144,40206,140239,55690,0,NaN,61614,10996,0,NaN,59440,19843,974,8010,NaN,13568,0,34814,61537,19008,0,3706,33518,19049,1409,14066,35905,19471,0,5769,78391,31826,5747,48144,129292,51386,2702,68810,240275,84088,0,9629,58384,28005,7166,50495,134632,60255,5386,28323,132092,71579,10399,37108,118034,493,392,14696,94053,53245,1470,26148,101860,34482,4148,35477,79815,3290,2800,5748,70201,51756,4640,8698,40207,9809,1111,18496,102809,33683,1489,32076,139000,47675,3400,49547,120274,24894,209,23244,40106,1537,495,4409,69579,40444,3235,3558,60092,28059,1021,15328,48689,12843,0,5499,54063,26071
55,NaN,113960,142456,NaN,NaN,214050,480788,239525,29227,220100,476803,203045,55844,74355,346312,103610,14680,175791,331496,19588,15299,217816,244712,60287,0,88410,123959,75214,NaN,41502,50942,0,NaN,63117,211695,19117,2126,96464,333952,113079,220,NaN,159657,11018,0,NaN,125562,29017,1288,41064,NaN,32338,0,155047,108780,33459,0,100101,248395,180474,8375,107858,207774,33863,0,73741,248778,54455,15420,236632,311896,110514,500,175113,480774,159169,213,49096,151466,80272,14264,155485,294840,76385,10550,138070,261655,103482,14993,148302,245309,996,5244,91278,226626,48767,446,104033,231906,70361,7984,79667,210519,7804,2968,33601,252890,108218,11068,85924,137538,10016,0,116380,248871,72699,7964,155279,252560,62535,4694,155551,164302,28818,779,52207,99268,5820,2097,58516,87097,22700,477,47436,106141,21312,1632,64740,41674,5751,0,17523,70066,14075
56,NaN,15255,47314,NaN,NaN,221073,NaN,239390,0,6454,193870,NaN,4431,0,229740,173899,29280,121528,307096,46814,47294,333048,408344,149182,0,29445,329589,102580,NaN,30767,189613,1620,NaN,48867,168848,21769,2095,30805,154969,69840,1338,NaN,170892,30757,0,NaN,98120,263,797,9130,NaN,34804,0,98673,87936,15216,1575,5421,23464,15690,1516,41051,180293,68484,0,59918,275228,58806,3041,51927,172391,66764,5009,26946,204796,78213,1019,18912,121039,21712,0,13920,111354,34803,2716,17462,116492,51434,2161,28282,97205,18939,0,7939,123826,17620,132,28654,180484,67179,29381,126958,585452,47725,1478,3439,183969,14914,1006,13635,96667,7700,3293,32863,222324,74655,13763,125848,350218,96105,6353,40720,177174,49143,5577,25695,223981,46857,0,0,34029,12860,2742,0,35981,26248,4641,31550,215451,86772,1609,898,91243,56447
57,NaN,162640,754108,0,NaN,1068523,1290501,631681,1168,5569,778401,NaN,10571,22597,1535733,598145,75224,961383,2007323,155548,34418,853600,1000196,151032,0,86888,595610,257993,NaN,72884,756049,0,NaN,326017,1005927,16669,3396,191338,870784,252022,2753,NaN,616314,86063,0,NaN,581293,153244,5828,210189,NaN,347851,0,399268,592152,80561,1685,71021,NaN,213790,28233,330949,1276236,368640,0,164945,1228836,255541,3077,285902,1008599,288374,5283,80331,913091,406351,2253,74627,622978,234359,763,149983,1082513,353406,9547,259612,1182050,601461,2552,172785,829567,18896,1137,89094,923430,227607,2924,221648,1217207,436132,34578,285839,1001758,8564,4738,3834,586517,178810,15683,163982,944146,62912,11713,267058,1504927,374983,7475,552609,1357361,255646,8924,58041,429820,48379,1025,38301,347242,53792,4792,1390,49994,23388,2001,452,59209,24974,1556,19603,101811,48512,1478,3010,45882,21904
58,NaN,309082,1063201,NaN,NaN,1249016,1753685,661041,1550,8784,817343,431665,84577,71034,1212414,481564,70441,767430,1655108,189158,31724,736266,876510,118381,0,262122,738069,549559,NaN,46963,781680,13775,NaN,240420,899802,89932,5219,313982,1041292,315545,5044,NaN,650602,119244,0,NaN,346470,149296,6605,90815,NaN,398057,15232,406285,704896,137223,5086,357364,NaN,458000,121732,502445,1151105,222485,0,50367,543714,337743,9124,230332,917984,377660,13126,68145,905200,408087,3315,135876,608383,237122,1972,128416,844394,292831,9195,312268,1153732,710999,11510,104612,585561,18637,3242,121075,909729,270429,6504,195435,915577,296841,13941,163600,902475,11231,8047,21671,396829,241994,26583,84183,700785,103112,17734,214118,1287334,373308,13039,572579,1208840,398574,23337,74041,500809,95880,7211,70230,385424,83688,6027,28718,132086,47875,12516,4904,117174,47979,8420,52762,151571,48169,8221,12572,50266,19743
59,NaN,154281,455095,NaN,NaN,665131,1055736,422851,15043,33041,614206,173411,30277,NaN,740823,296747,53176,377990,942748,92879,30411,475752,561603,100998,0,271231,551618,428982,NaN,7935,620967,4177,NaN,202553,441939,35841,5518,167761,560791,153758,10164,NaN,379615,46368,0,NaN,278111,93261,10998,77194,NaN,184140,2739,276158,162624,60612,12466,38646,83410,113987,14188,240132,618060,131599,3030,104817,599524,162516,19140,247924,579546,193697,9138,113393,440344,155618,6039,40509,220801,104603,2005,130532,442940,118302,4725,250771,654032,264961,12066,67516,338925,17700,4419,72027,417711,75276,5058,77153,482935,147882,21235,110128,491624,13038,4252,9757,305997,167311,6813,70668,402269,47082,19349,132661,717741,179716,9912,353126,708416,163678,2845,42595,257941,40972,6690,88859,370420,90399,17582,58247,286899,105495,13062,9441,80640,20316,13738,97194,174131,37361,13884,11924,38627,12737
60,NaN,1090,143691,NaN,NaN,148765,1263042,846226,0,0,310219,76537,4822,NaN,454107,226766,2962,181100,652036,194791,52460,415388,602122,254366,0,3227,172295,138545,NaN,0,361870,386,NaN,50230,430879,88976,1406,51445,354564,140712,0,NaN,50703,17387,0,NaN,66584,12720,0,342,NaN,93130,0,43124,146054,55522,0,1561,NaN,3307,578,0,101650,147100,0,17984,481370,218591,4291,50079,332288,143286,0,700,85527,32143,0,0,49043,29203,0,4758,151620,66936,2827,4543,140796,108630,537,4472,96321,3041,0,585,60615,14225,101,5303,186599,128863,11503,21107,554852,59950,0,0,29467,1144,91,489,39803,2071,129,7455,170943,97889,729,37396,329263,74745,4209,0,55944,3026,0,0,16728,2459,0,0,3639,6605,1590,0,5505,10278,83,0,56758,22495,0,534,81292,54009
