Site,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
212,NaN,8435,113724,2412,0,2784455,2233343,62054,0,30104,948338,278896,395,452188,1903821,NaN,0,0,660910,249238,49119,640836,281266,1624,1655,3565329,3417420,797343,NaN,3240478,NaN,NaN,NaN,717538,986407,3307,0,0,NaN,69580,9529,764253,1586327,20249,0,0,178071,102784,0,18407,130393,NaN,0,58872,563223,3315,0,0,12241,2011,0,14577,255302,62396,0,0,93654,37254,366,311006,1112931,0,0,1281229,2387288,509229,0,0,5659,6297,1189,4903,116093,256,0,0,431822,131443,0,7972,241999,2502,0,58497,365211,98988,0,10720,408101,89612,1400,161668,223587,68522,0,0,125806,86253,8983,0,1194,0,0,0,32155,12062,0,666978,1419063,152092,394,250153,597983,13475,0,384795,1040667,36519,0,445441,1924637,415817,0,0,80745,101451,12698,1784633,1732359,15333,0,3972,264084,54708
213,NaN,0,0,0,0,250770,281720,34293,0,7954,28850,23437,0,52284,241858,NaN,0,0,44846,15470,2622,46298,47795,0,0,196304,401466,209612,NaN,419169,NaN,NaN,NaN,113411,244323,508,0,0,NaN,0,0,0,5070,0,0,0,14703,11718,0,0,1971,NaN,0,466,0,0,0,0,0,0,0,0,911,0,0,0,154,7878,0,23381,66084,0,0,137116,282114,50364,0,0,295,0,0,0,0,0,0,0,6748,120,0,0,23508,0,0,2810,62699,15444,0,0,42633,8354,0,22787,48898,26221,0,0,2305,0,0,0,0,0,0,0,0,0,0,19098,58052,1899,0,0,14956,0,0,8856,68360,5987,0,64546,267178,76508,0,0,25815,29752,1820,83997,129261,782,0,0,10245,6472
214,NaN,719,8396,0,0,507988,407203,18480,0,38243,190719,165178,0,189619,536013,NaN,0,0,81514,31074,2801,72063,78511,0,0,350056,753958,382914,NaN,694399,NaN,NaN,NaN,229656,438979,736,0,0,0,0,0,2301,11099,0,0,0,11492,6413,0,276,6321,NaN,0,798,386,0,0,0,0,0,0,0,953,0,0,0,2807,15700,155,87933,308453,0,0,369992,587366,34097,0,0,10112,2298,375,256,10373,0,0,0,82812,10275,0,951,136460,13189,0,21249,342041,98491,0,0,147618,33082,10684,93924,126927,37216,0,0,57000,18945,0,0,0,0,0,0,0,0,0,138063,244420,20111,317,75025,225655,15021,0,280284,537013,7380,0,351443,1091962,197010,0,0,85675,70110,2530,285226,330485,2170,0,0,24256,17126
215,NaN,5807,12505,3229,0,383943,335314,21718,0,66059,60384,94639,0,270296,386361,NaN,0,0,233724,34860,0,77771,63479,80,246,469954,673405,192452,NaN,474245,NaN,NaN,NaN,126433,253602,2781,0,427,74410,26107,801,62082,144785,0,0,0,20975,8597,0,6975,43481,NaN,0,11172,124574,5647,0,0,22223,1689,0,90970,201740,30704,0,0,38054,39625,0,240416,559024,0,588,633889,724799,57060,0,0,64114,82188,6304,118000,363586,15196,0,31320,525268,79866,0,30115,194259,19683,0,184298,751839,111408,0,24716,712041,86027,108050,552500,503877,88759,1827,38710,718936,230562,0,304,44241,706,0,0,190499,48351,38554,791292,715909,63629,16530,382587,656132,60010,1673,657435,996905,0,0,294947,667669,9805,0,0,63208,50303,12945,905232,538236,2728,0,0,40555,38748
216,NaN,259874,304183,192,1993,1060473,564028,24589,0,344846,439758,416004,0,768678,800546,NaN,0,0,411670,182734,40898,328042,216100,36472,33327,1751558,1514605,210250,NaN,1245973,NaN,NaN,NaN,220998,576275,16998,0,0,165684,60018,23603,525545,338113,2152,0,0,296603,53259,0,83081,335906,NaN,0,29220,558776,5686,0,0,40133,1796,0,458544,951876,50772,0,0,226796,77379,0,433313,855025,275,39113,1058339,1055089,63373,0,1018,414715,385966,45542,1096229,1621093,55117,0,109386,1078720,134009,0,5782,255413,58212,5062,722955,1141942,161901,0,28051,830411,193861,291428,1142074,657513,209698,4545,607810,1834104,417432,0,1153,25089,0,0,0,994246,139287,126314,1700262,1231575,164724,32974,817520,1197017,181665,10033,1306695,1409982,254,0,548200,797391,14492,0,0,74650,76591,33096,1608613,675099,0,0,0,7296,17188
217,NaN,8906,10458,0,0,510648,248077,1080,0,119140,97138,107971,0,403596,337901,NaN,0,0,459560,127863,36185,298451,22844,22452,59236,1219396,755660,12028,NaN,1060255,NaN,NaN,NaN,65011,307826,0,0,0,154628,13497,2524,102894,73788,0,0,0,97689,10216,0,24013,98121,NaN,0,3854,205433,321,0,0,11536,0,0,274140,475315,9988,0,0,46174,16498,0,198678,365097,0,18669,724010,553692,10948,0,0,81461,83251,40534,566011,782481,17337,0,35141,634591,46162,0,3269,197785,32833,4149,465265,337457,36130,0,4646,394046,31746,161689,746053,287409,68908,1542,245850,1076482,130257,0,1313,18526,0,0,0,187599,18157,25233,787481,468762,49466,31688,344979,601219,37381,3922,1092701,1224136,146,0,401421,318494,7517,0,0,5505,36203,27272,772191,368619,105,0,0,4713,1772
218,NaN,0,0,0,0,378943,234890,6837,0,102630,33753,112554,469,256688,267955,NaN,0,0,206492,9018,2169,151659,163269,4361,2609,369578,649473,125414,NaN,278059,NaN,NaN,NaN,169566,284394,0,3211,6722,245100,37577,14182,168509,293138,191,3976,3481,125567,22559,2520,4751,14034,NaN,0,12428,55713,0,0,1839,0,670,0,49507,98625,17310,0,1577,70307,49316,0,342264,562138,0,29737,781302,598726,14778,0,4427,35313,57239,8462,373691,708870,23252,0,44869,338822,40745,855,40915,141504,3769,0,280977,478912,14809,0,91639,630145,94900,168458,843068,416708,94402,4965,201039,913863,125091,8109,6864,10954,0,0,2303,522733,69643,68150,1134115,995529,25597,7733,276310,586324,45374,2759,1120519,1175358,354,571,412636,815441,30055,0,4830,52748,8486,11053,581997,432669,2527,0,1421,39524,43014
219,NaN,0,0,0,0,304108,166552,326,657,140780,22561,92058,0,241096,165934,NaN,0,0,173791,1970,0,120626,118897,219,0,277216,388820,36523,NaN,183232,NaN,NaN,NaN,60417,129770,0,0,0,40664,14124,0,22594,57473,190,0,0,29774,5302,0,0,2702,NaN,0,0,1420,0,0,0,0,0,0,0,5034,365,0,0,15841,19819,1379,172509,174608,0,19669,466724,305924,2886,0,5461,31914,17251,2070,149286,351263,7099,0,22458,137966,29157,0,46491,145971,10957,411,168437,414287,25473,0,91648,521372,94112,158483,595855,286935,93678,4386,189755,630600,93612,0,6258,28806,1444,0,NaN,239378,43589,26398,618979,548103,16136,5727,205803,348441,12644,167,726419,687471,0,0,272769,592227,22708,0,3332,50908,11061,5063,451661,330748,707,0,0,12397,3670
220,NaN,3655,1808,0,0,12048,3350,1088,0,3026,6521,2665,2531,24571,30604,NaN,1682,17109,24976,532,9688,64218,17129,355,1068,93694,55590,0,NaN,50516,NaN,NaN,NaN,15579,17162,1321,0,65585,86000,7942,4772,101298,98815,5095,3832,1300,34507,9513,1339,6889,25427,NaN,1786,28566,79830,0,0,0,793,1151,5255,77139,61884,5443,0,0,31643,9501,0,65599,59384,0,903,86239,79707,2521,678,15063,80361,55591,21623,239964,170845,408,0,11920,17268,497,0,10882,22450,0,2057,99508,122465,18486,619,158360,179778,18555,115197,311304,98387,23172,1473,144682,201076,1890,0,4245,22323,542,0,NaN,94186,2912,9181,344550,328674,744,1529,113875,98545,0,1780,261287,228767,0,2148,223417,96733,0,0,627,53753,71553,65275,357924,86312,0,0,9206,28581,11321
221,NaN,280579,93977,9949,0,1318059,901697,195985,0,234579,644185,450339,74816,1049002,1153738,NaN,63041,288676,1402038,144358,162120,1095133,693208,56808,26541,1984373,1887116,435142,NaN,963594,NaN,NaN,NaN,268458,484653,0,3162,124485,543443,57698,41109,959609,1304988,44773,2129,32670,421906,58922,26118,214936,529183,NaN,33120,427922,840040,0,0,2922,5884,3982,3004,712500,861847,150963,3968,122487,1143972,207775,7472,1089996,1153835,0,178851,1962811,1412114,99642,16180,261221,959081,344824,158623,1728543,1955385,51649,0,413148,1112018,25151,0,118020,427150,37658,2294,484948,1345076,136339,3164,901823,1694727,115304,699370,1851797,642536,192944,65732,1032538,1534793,140701,10268,258502,738419,19512,7383,NaN,1112779,86011,61971,1304613,1255504,42981,7322,680005,912042,20939,5802,923226,1049986,5891,6359,638758,484880,8706,360,45051,490088,90922,37272,1179799,590309,955,92,11506,171149,151072
222,NaN,0,5748,807,0,552642,277804,5931,0,209607,205026,192715,485,378917,454815,NaN,0,0,146390,0,474,104666,123418,0,0,380524,564033,161328,NaN,304928,NaN,NaN,NaN,40302,176385,0,0,0,4518,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,1539,12219,4774,0,0,15759,4057,0,83823,112676,0,12259,424791,228906,8343,0,0,14040,5868,1443,37915,84636,2542,0,0,10265,3856,0,2187,29785,5041,0,52101,152969,20619,0,12748,190578,47835,69184,293298,182181,59820,2200,54183,410354,79522,0,0,2961,1298,0,0,61739,15646,13536,362249,343337,22710,2200,150936,261601,21204,91,456586,428374,222,85,216057,439291,45684,0,0,28032,4531,1691,216019,153476,144,0,0,1616,1464
223,NaN,36457,47716,9389,0,1488934,524443,27497,0,524486,517646,369335,26236,1208196,1131385,NaN,5132,37031,542994,78147,79650,827516,385992,31867,6186,1478571,2330690,526061,NaN,1066954,NaN,NaN,NaN,182862,692214,0,4047,7413,267461,19245,31490,241143,607042,20775,0,8708,246075,55344,13037,83772,260666,NaN,3118,73330,247944,3509,0,0,1195,1438,0,161453,399772,79690,0,6749,394196,143368,701,855100,1327562,2290,130138,2440141,1538326,80197,995,30648,339540,175596,35310,662973,906050,54910,0,174293,562555,92488,0,147051,375427,47074,450,189678,694959,93591,2227,146385,986408,115556,300928,1090059,576342,187949,20272,548178,1622678,168660,7280,44790,144100,11777,337,0,353274,65235,26954,691812,683505,52845,1059,248863,432229,22155,2779,564978,797099,0,1643,342082,578035,31280,195,15596,108783,26524,9483,516921,417533,1061,0,13569,39710,37870
224,NaN,0,NaN,0,0,NaN,909,0,0,0,NaN,15633,0,12764,58558,NaN,0,0,0,0,NaN,130604,91927,0,0,26585,115463,11785,NaN,330,NaN,NaN,NaN,0,108840,327,0,2429,NaN,361,0,7055,60021,0,0,0,26910,1238,0,1461,1380,0,0,3312,3238,0,0,0,0,853,0,54966,265964,84248,0,0,146328,157,0,0,9110,335,0,69878,130106,0,0,2804,108956,8503,134,8867,42649,1892,0,3017,31528,2495,0,21511,45062,141,0,16265,59022,17548,0,1325,50432,0,281,1551,NaN,1917,0,174,50561,982,0,0,0,0,0,0,0,0,0,21611,41767,0,0,11601,74593,0,0,22578,53326,0,0,0,54254,2335,0,0,0,0,0,0,0,0,0,0,0,0
225,NaN,0,NaN,0,0,NaN,3293,2099,0,0,NaN,0,0,0,2526,NaN,0,0,0,0,NaN,0,18052,0,0,0,2137,NaN,NaN,839,NaN,NaN,NaN,4380,67348,0,0,0,NaN,7043,0,970,59313,0,0,0,6121,6654,0,2383,15225,0,0,23588,41134,0,0,0,0,0,0,0,29132,67540,0,0,112153,29260,0,13748,143787,0,0,15083,93086,4511,0,0,64580,24244,6173,89830,373695,23978,0,11150,136295,36697,0,5448,120732,19822,0,91895,210012,80927,0,28540,317419,56678,16416,37254,204663,56395,0,235,153520,42075,685,12012,63583,2932,0,0,130649,49553,310,202790,316863,25613,0,16618,283101,28397,0,127078,407963,7041,0,11757,243214,58464,0,0,29242,8907,0,65354,230583,21514,0,25815,107434,43615
226,NaN,0,NaN,0,0,NaN,76469,4169,0,0,NaN,9631,0,3237,170209,NaN,0,0,77408,309,NaN,35945,53817,412,0,0,120392,NaN,NaN,59043,NaN,NaN,NaN,78823,303473,1087,0,308,NaN,9866,0,0,25834,0,0,0,40800,42726,0,20152,80786,15928,2162,103201,242345,1466,0,0,1421,7024,0,NaN,195025,169750,0,0,198631,44502,0,10580,302012,0,0,32059,272211,22740,0,0,67697,45485,12006,133823,656673,54655,0,22163,397689,80525,0,12647,212623,16153,0,11794,268062,107460,0,23927,482428,80111,17017,31990,302672,34078,0,0,85611,27848,2336,0,12359,482,0,0,168917,43497,0,220435,334772,10550,0,8567,235040,6116,0,138183,480626,2951,0,8161,203672,36547,0,0,8727,4059,0,70602,335098,34337,0,10356,120204,28428
227,NaN,1951,NaN,5130,0,NaN,286743,29253,0,10782,NaN,82717,264,18340,164892,NaN,0,0,156473,46725,NaN,78296,64122,276,0,3699,396188,NaN,NaN,47574,NaN,NaN,NaN,59432,297072,493,0,767,NaN,11837,0,0,44381,0,0,0,57131,58886,0,13093,86430,10882,777,61130,193221,5358,0,0,13080,10002,0,NaN,329481,210378,0,2567,342962,88319,0,32691,474897,1096,0,53203,400861,8869,0,0,159957,120574,34225,222451,650527,43767,0,18064,337119,75463,0,1750,172975,21875,0,48536,401058,168360,0,35170,632064,104041,13873,29844,444643,22379,0,0,70725,27760,2439,0,10609,642,0,0,177706,41220,0,245194,362854,25556,0,2785,239842,8398,0,194910,556849,1313,0,21078,269528,68766,0,0,35288,19856,0,80084,350609,30185,0,6621,151408,43952
228,NaN,4147,NaN,4458,0,NaN,152012,23080,0,21770,NaN,93122,0,47349,NaN,NaN,0,0,142527,24756,NaN,35748,60578,262,0,45563,528027,NaN,NaN,126411,NaN,NaN,NaN,120077,416348,6555,0,0,NaN,12407,0,1884,165379,2839,0,1064,145692,90022,268,31956,117781,20376,125,55273,160526,2180,0,0,43605,16670,0,NaN,427660,233234,0,6398,433014,70185,0,87082,637864,0,418,71042,461750,27142,0,3463,291970,143256,24821,250699,755499,42982,334,40541,478865,125002,0,50321,289919,24634,0,97845,514313,176379,0,37932,740439,104188,17399,44009,403430,20111,0,3531,69917,15871,4155,958,10243,936,0,0,117995,3602,227,189035,267190,11841,0,4013,243047,9998,0,187577,515762,531,0,43294,289661,50611,0,0,20994,627,0,3013,67855,1846,0,0,88933,24932
229,NaN,0,NaN,0,0,NaN,18400,5189,0,0,NaN,6466,0,0,NaN,NaN,0,0,19718,2327,0,4095,780,0,0,282,123418,NaN,NaN,46538,NaN,NaN,NaN,76809,280058,4998,0,0,NaN,18762,0,2479,203419,1319,0,0,27116,19920,336,15948,37701,10231,803,24224,114290,3020,0,0,16289,7276,0,12112,348232,162438,0,1425,100650,25013,0,7366,116045,0,0,18668,206680,2568,0,1424,173557,48138,186,22883,312637,11031,0,5825,155119,33078,0,4517,148312,9642,0,55755,257551,68093,0,24899,370770,22827,4438,9047,317464,11808,0,6945,90069,5142,1824,0,35762,0,0,0,76963,11340,444,110772,132606,2194,622,11178,198296,12543,0,119025,349205,0,156,16967,153900,25282,0,0,5910,2251,0,47928,217851,13833,0,14336,200913,86323
230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
231,NaN,0,NaN,0,0,NaN,0,0,0,0,NaN,1933,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,0,0,NaN,NaN,5439,NaN,NaN,NaN,8171,23630,0,0,0,NaN,0,0,0,1326,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,21813,13694,0,0,13311,1223,0,0,18787,0,0,6827,39753,2431,0,0,10757,14180,76,2131,44940,352,0,1981,50085,11616,0,0,14484,402,0,0,25731,6382,0,1192,61526,4266,1389,27146,58445,1019,0,0,25280,16431,1005,0,644,0,0,0,10983,740,149,66446,62843,0,0,2568,74054,3883,0,84743,168573,0,0,11933,92337,7779,0,0,5524,1728,0,69839,48757,519,0,12767,98594,34458
232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
235,NaN,0,NaN,0,0,NaN,0,0,0,9483,44966,56092,0,612,2897,NaN,0,0,0,0,0,1539,0,0,0,0,8124,0,NaN,1040,NaN,NaN,NaN,0,36611,2324,0,0,NaN,1314,6488,2132,26637,1004,0,1710,21803,580,780,4505,6650,5758,0,3233,3165,0,0,3541,14183,16445,0,5321,79606,92878,0,0,72203,57899,0,3256,56180,1302,196,10874,25050,2309,494,2402,35603,10715,525,3092,33592,1934,0,7062,83935,28876,0,8422,43966,12711,0,22217,42942,9472,0,8370,84591,12022,4096,5599,2500,0,0,2783,71249,29758,4474,0,14381,1129,0,3756,25485,6087,0,9135,707,596,0,0,6751,0,0,2020,23968,0,0,794,26892,10576,0,5304,22615,2238,0,0,5043,955,0,0,458,789
236,NaN,0,NaN,0,0,NaN,8500,1838,0,0,NaN,190324,0,0,129025,NaN,0,0,15377,0,0,0,4049,401,0,0,21419,0,NaN,0,NaN,NaN,NaN,0,94732,16015,0,0,NaN,15282,0,0,39879,11625,0,0,7542,0,0,0,3335,440,0,0,11395,0,0,0,56830,50473,0,0,259466,249877,274,0,164866,131537,0,29783,180616,13428,496,72200,182755,31297,0,0,282816,125880,1372,2519,176574,19237,0,3759,191926,114056,0,5486,39547,32326,0,8055,190513,58121,0,5426,166936,25757,3998,0,59710,13160,1376,10343,444971,244743,11441,0,38278,23295,0,0,26850,53005,384,56543,96053,23694,2671,31760,122408,11228,185,80852,213462,2884,0,17891,420406,91957,278,0,238594,15264,0,27235,225549,14129,0,0,94532,55680
237,NaN,5915,NaN,NaN,NaN,1327,0,0,0,0,687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7000,18078,8760,0,0,26388,NaN,NaN,NaN,7490,NaN,4665,NaN,NaN,0,864,0,17972,NaN,0,0,24818,NaN,0,NaN,5469,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1274,1844,1844,0,0,13732,12704,578,2958,29834,5634,0,3529,51358,20714,0,0,14875,NaN,0,0,16068,1242,0,0,3820,6245,0,NaN,3229,NaN,424,683,24757,5450,2268,0,24412,19242,1053,12751,14292,13518,0,6161,18830,27163,344,548,7342,15514,0,0,9168,7363,0,1163,69397,6651,0,0,7565,0,0,502,13132,12969,0,230,9942,2219,0,0,43608,NaN,0,1665,22893,2535,232,0,53861,18225,867
238,NaN,197844,NaN,0,19804,577306,36892,1856,19503,39529,393486,12391,NaN,NaN,NaN,NaN,14779,147990,303580,2871,158034,366639,313799,0,0,566037,263444,NaN,NaN,278882,165800,80440,NaN,NaN,8980,31068,26676,321908,51505,22855,10792,221304,NaN,0,NaN,118855,12666,926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40475,NaN,1166,49058,229206,212760,34740,0,148496,239129,2520,10746,255269,140056,1778,54287,437714,NaN,6109,5773,103521,218403,24096,7818,231260,79946,2354,5267,65551,95268,4166,23351,143910,119716,0,5479,122469,385011,33773,24265,506143,438775,79820,293291,628296,337486,41533,105430,461459,293544,11078,66168,495467,632568,10961,116707,470436,357600,0,21992,698347,360635,2791,4519,140234,25274,0,20463,288653,80259,0,11595,189916,38475,7279,2736,185008,89599,4445,16550,224359,177087,545,2591,216094,133585,3253
239,NaN,54763,NaN,0,3484,201579,43701,2973,655,18620,132878,8179,NaN,NaN,NaN,NaN,879,55658,99026,0,66634,124385,103913,511,0,182226,76117,NaN,NaN,82739,66415,22094,NaN,NaN,0,11515,13247,173168,32919,11039,768,113659,NaN,0,NaN,60318,NaN,1857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4896,57316,68567,13305,653,54208,73985,497,2727,177253,48571,0,26667,259211,NaN,458,260,64661,85094,1379,0,74289,10931,355,0,12966,16349,218,0,17775,6974,0,0,8670,49740,0,1289,67634,83964,2596,63684,140081,66000,2997,28296,136362,51104,3084,9400,116548,147699,265,22098,158581,75945,0,398,242851,98395,65,0,46191,2399,0,973,52453,17027,0,1344,47752,6609,473,259,75291,21648,2464,2220,64495,50741,681,0,88680,49023,451
240,NaN,181094,NaN,29169,27071,627368,50680,3429,249,16535,481100,17198,117929,NaN,NaN,NaN,31043,305708,536799,0,206847,518180,403265,2261,0,773737,346229,NaN,NaN,188352,151482,27968,NaN,NaN,40183,5386,2330,236284,98600,10724,2162,265032,NaN,4665,NaN,123905,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7211,1022,44719,139846,7586,0,56185,110923,334,5886,218845,76583,887,28521,402018,NaN,24454,697,20763,75833,27727,4284,193319,71197,842,0,84197,53959,3724,11695,83625,32271,476,0,28340,281184,56552,99161,423551,577751,111027,353580,1102782,499212,19435,69354,483202,360717,0,32095,345048,666948,14066,139133,545743,573916,0,21403,1163464,546207,17998,266,116159,25864,0,3633,157692,58656,1218,0,90863,24639,8486,773,38367,84763,2644,2654,175511,134806,66,5946,159252,53691,191
241,NaN,79899,NaN,26359,31621,466372,117340,5235,0,9161,319659,7565,70881,NaN,NaN,NaN,40057,267974,379001,767,86849,317677,250807,0,0,431226,123791,NaN,NaN,105484,72387,12675,NaN,NaN,39788,0,0,106286,70141,3816,2494,153135,NaN,0,NaN,104111,0,0,NaN,17896,NaN,NaN,NaN,NaN,NaN,NaN,0,9949,NaN,0,273,61395,135932,7496,8786,51229,90351,151,3219,124941,26224,0,7291,233870,NaN,4748,90,25449,70249,10198,9458,126846,44746,0,0,50103,49150,3997,NaN,60688,25930,0,0,23903,174005,18107,45212,209611,210104,38337,145645,479452,220147,8239,17330,225347,194512,0,5823,147840,333149,5164,45163,301981,339347,0,6905,599389,231280,2338,591,108513,33954,0,0,73392,22966,0,0,20833,21454,666,0,134106,122910,8206,9841,111988,109352,0,2723,63414,45433,111
242,NaN,1202,NaN,0,0,16937,4113,0,0,7831,91955,2079,0,922,NaN,NaN,0,8629,30735,0,9688,52563,56374,175,0,83096,83390,NaN,NaN,23772,79406,24255,NaN,NaN,0,0,0,51867,37495,794,0,55210,NaN,0,NaN,15402,1274,0,NaN,6798,NaN,NaN,NaN,NaN,NaN,NaN,0,2836,NaN,0,0,6174,45485,0,0,966,2677,0,0,7808,1897,0,93,21538,NaN,0,0,1314,0,0,270,6599,1061,0,0,919,0,0,NaN,3100,0,0,0,286,1794,0,0,3427,7956,2019,21954,69805,51818,1243,1571,38084,39780,0,434,25519,55293,0,5074,58792,71548,0,0,117542,62688,0,0,4200,2047,0,1259,16974,14885,0,0,7033,3757,0,0,0,0,0,0,0,399,0,0,808,1308,0
243,NaN,663692,NaN,52083,143809,1274324,239028,73411,0,87333,909995,227023,123464,373693,NaN,NaN,41994,463168,885453,0,158240,733065,935384,937,0,632554,818145,NaN,NaN,274289,574046,139057,NaN,NaN,127697,3729,0,362656,414556,37305,3452,286560,NaN,0,NaN,134038,5914,4363,4917,37989,NaN,NaN,NaN,NaN,NaN,NaN,0,20313,NaN,0,2691,185224,402402,25672,0,115587,312809,10766,19576,463995,404667,2527,40024,645685,NaN,27158,0,30239,108185,26688,2087,259110,319255,811,0,191781,74009,657,0,56142,94610,2430,0,70396,403127,80486,465,249014,448921,174727,342945,1089484,504748,55421,59551,536171,617209,0,4984,352811,1033459,27791,177330,628905,912051,0,1196,1178309,953760,3123,816,149703,127132,0,8039,562215,287934,0,0,289878,206405,0,0,57113,128782,10662,4894,292326,398984,1367,22281,468310,343347,7673
